Date,Startup Name,Vertical,Sub-Vertical,City,Type,Amount (in USD),Remarks
5/10/2015,IndiaLends,Online Consumer Lending platform,,New Delhi,Private Equity,1000000,Pre-Series A Bridge round
5/10/2015,Rock N Shop,Premium Apparel shopping portal,,New Delhi,Seed Funding,150000,
6/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,Seed Funding,700000,
6/10/2015,WorkIndia,Job Board,,Mumbai,Seed Funding,500000,Pre-Series A
6/10/2015,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Private Equity,10000000,Series B
6/10/2015,SportyBeans,multi-sport program for preschoolers,,Pune,Seed Funding,N/A,
6/10/2015,Burger Singh,QSR & Online delivery portal,,Gurgaon,Seed Funding,500000,Bridge Round
6/10/2015,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Private Equity,6000000,Pre-Series A
7/10/2015,SchoolGuru,E-Learning Service Provider,,Mumbai,Private Equity,3000000,Series A
7/10/2015,Naturally Yours,Organic Food etailer,,Mumbai,Seed Funding,N/A,
7/10/2015,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Private Equity,20000000,Strategic Funding (Series C)
7/10/2015,Scandid,Product Discovery & comparison App,,Pune,Private Equity,N/A,Strategic Funding
7/10/2015,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,Private Equity,N/A,Series A
8/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,Private Equity,2000000,Series A
8/10/2015,Cube26,Gesture based Mobile Development,,New Delhi,Private Equity,7700000,Series A
8/10/2015,Mobikon,Hotel Mobile CRM Software platform,,Pune,Private Equity,N/A,Series B
8/10/2015,Grabhouse,Rental Accommodation Search platform,,Bangalore,Private Equity,10000000,Series B
8/10/2015,Quifers,Logistics Tech Platform,,Mumbai,Seed Funding,310000,
9/10/2015,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Seed Funding,70000,
9/10/2015,Curofy,Doctors Network Mobile App,,New Delhi,Private Equity,N/A,Pre-Series A
9/10/2015,Cloud Lending,End-to-End Lending platform,,Bangalore,Private Equity,8000000,Series A
9/10/2015,Inayo,on-demand healthcare marketplace,,Mumbai,Seed Funding,300000,
9/10/2015,WoNoBo,360-degree view creating platform,,Bangalore,Private Equity,N/A,Strategic Funding
9/10/2015,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,Seed Funding,1000000,
9/10/2015,Zeppery,Food Ordering & Delivery App,,New Delhi,Seed Funding,77000,
12/10/2015,Zify,Ride Sharing platform,,Hyderabad,Seed Funding,190000,
12/10/2015,Faircent,Online P2P lending marketplace,,Gurgaon,Private Equity,N/A,Series A
12/10/2015,Bizongo,B2B marketplace for industrial goods,,Mumbai,Seed Funding,N/A,
12/10/2015,Gridle,Cloud Based Collaboration platform,,Ahmedabad,Seed Funding,100000,
12/10/2015,Tripoto,global community for travellers,,New Delhi,Private Equity,N/A,Series A
12/10/2015,Mubble,Prepaid Bill manager App,,Bangalore,Private Equity,N/A,Series A
13/10/2015,Voodoo,Mobile Only Shopping Assistant,,New Delhi,Seed Funding,1000000,
13/10/2015,Lookup,Mobile Messaging Assistant App,,Bangalore,Private Equity,2500000,Series A
14/10/2015,AskMyGift,Personalized Wish List creator app,,Noida,Seed Funding,50000,
14/10/2015,Gaana.com,Music Streaming mobile app,,Mumbai,Private Equity,N/A,Strategic Funding
14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Seed Funding,77000,
14/10/2015,GymTrekker,Gym Discovery platform,,Mumbai,Seed Funding,N/A,
15/10/2015,Bounty App,Online Purchase rewards app,,Bangalore,Seed Funding,N/A,
16/10/2015,Homers.in,Home rental platform,,Gurgaon,Seed Funding,N/A,
16/10/2015,mShipper,Crowdsourced Delivery platform,,New Delhi,Seed Funding,N/A,
16/10/2015,BolRealty,Real Estate Insights platform,,New Delhi,Seed Funding,N/A,
17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Private Equity,1000000,Series A
19/10/2015,LetsVenture,Startup Funding Marketplace,,Bangalore,Private Equity,N/A,Series A
19/10/2015,Citrus Payment,Payments Solution platform,,Mumbai,Private Equity,25000000,Series C
19/10/2015,Holidify,Travel Destination Discovery platform,,New Delhi,Seed Funding,100000,
20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,Seed Funding,N/A,
20/10/2015,Opinio,Last Mile Delivery Service,,Bangalore,Private Equity,7000000,Series A
20/10/2015,Attune Technologies,Healthcare IT Solutions & services,,Chennai,Private Equity,10000000,Series B
20/10/2015,iChef.in,Gourmet Meals Delivery,,Mumbai,Private Equity,N/A,
21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Seed Funding,N/A,
21/10/2015,White Owl Brewery,Micro-Brewery,,Mumbai,Private Equity,1530000,Series A
21/10/2015,MealHopper,Home Made Food Marketplace,,Gurgaon,Seed Funding,100000,
21/10/2015,Zenify.in,residential rental management platform,,Bangalore,Seed Funding,640000,
21/10/2015,Stockal,Personalized Stock Intelligence Platform,,Bangalore,Seed Funding,N/A,
23/10/2015,Medd,Personal Diagnostic Mobile App,,Mumbai,Seed Funding,150000,Bridge Round
23/10/2015,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Seed Funding,150000,
23/10/2015,Frsh,Online food ordering & Delivery service,,Gurgaon,Private Equity,1000000,Bridge Round
23/10/2015,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,Seed Funding,250000,
26/10/2015,Parcelled,Online Logistics Platform,,Bangalore,Private Equity,5000000,
26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Seed Funding,400000,
26/10/2015,Flexing It,Professionals & Project Search Marketplace,,New Delhi,Seed Funding,500000,
26/10/2015,Netmeds.com,Online Pharmacy,,Chennai,Private Equity,50000000,Series A
26/10/2015,Razorpay,Online Payment Gateway,,Jaipur,Private Equity,9000000,Series A
27/10/2015,Jombay,Psychometric Test Online Software,,Pune,Private Equity,N/A,
27/10/2015,Happitoo,Location based Nightlife recommendation Platform,,Mumbai,Seed Funding,77000,
27/10/2015,Care24,Professional Health Services Platform,,Mumbai,Seed Funding,350000,
27/10/2015,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,Private Equity,10000000,Series B
27/10/2015,Simpli5d,Online user engagement platform,,Gurgaon,Private Equity,N/A,Bridge Funding
28/10/2015,ORIGA Leasing,Asset Financing platform,,Mumbai,Seed Funding,1100000,
28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,Seed Funding,200000,
28/10/2015,UrDoorStep,Online Grocery Store,,Bangalore,Private Equity,N/A,Series A
29/10/2015,Tavaga,Investment management platform,,Mumbai,Seed Funding,N/A,
29/10/2015,Moglix,Industrial Toons Marketplace,,Noida,Private Equity,N/A,pre-Series A
29/10/2015,ZopHop,Public Commute helper App,,Mumbai,Seed Funding,450000,
30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Seed Funding,N/A,
30/10/2015,Instavans,Truck Aggregator & Logistics service,,Bangalore,Seed Funding,N/A,
30/10/2015,LiftO,Ridesharing Mobile app,,Mumbai,Seed Funding,130000,
30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,Private Equity,7500000,Series B
30/10/2015,Toppr.com,Competitive exam learning platform,,Mumbai,Private Equity,2000000,Series C
30/10/2015,Kleeto,Document Digitization platform,,Gurgaon,Seed Funding,230000,pre-Series A
30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Seed Funding,80000,
31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Private Equity,10000000,Series B
2/11/2015,Twigly,Online Food Ordering & Delivery platform,,Gurgaon,Seed Funding,200000,
2/11/2015,CityFlo,Bus Aggregation and rental mobile app,,Mumbai,Seed Funding,750000,
3/11/2015,Findyahan,hyperlocal online Services platform,,Noida,Private Equity,N/A,Bridge funding
3/11/2015,Sabse,WiFi first Cloud communication platform,,Mumbai,Private Equity,N/A,N/A
3/11/2015,Pokkt,Alternate Mobile Monetization platform,,Mumbai,Private Equity,5000000,Series B
3/11/2015,boibanit,Online Food Ordering Marketplace,,Vadodara,Seed Funding,150000,
3/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Seed Funding,385000,Funding happened in Sept 2015
3/11/2015,LoanBaba,Online Loans Marketplace,,Mumbai,Seed Funding,320000,
3/11/2015,Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Seed Funding,500000,
4/11/2015,Shirsa Labs,Digital Intelligent learning platform,,Mumbai,Seed Funding,250000,
4/11/2015,Paytunes,Voice Call incentivization mobile app,,New Delhi,Seed Funding,N/A,
4/11/2015,YourDOST,Online Counselling and psychological support platform,,Gwalior,Seed Funding,400000,
5/11/2015,BookMyBai,Domestic Help Aggregation platform,,Mumbai,Seed Funding,150000,
5/11/2015,MyIndianStay,Home Stay & room rentals platform,,Goa,Seed Funding,200000,
5/11/2015,Bobble,Selfie Mobile App,,New Delhi,Private Equity,N/A,Series A
6/11/2015,RepUp,Online Reputation Management Platform,,Gurgaon,Seed Funding,N/A,
6/11/2015,Satvacart,Online Grocery platform,,Gurgaon,Private Equity,1800000,Pre-Series A Bridge
6/11/2015,POPxo.com,Online content platform for women,,New Delhi,Private Equity,2000000,Series A
6/11/2015,SparesHub,Online Vehicle Spare Parts etailer,,Pune,Seed Funding,460000,Pre-Series A
6/11/2015,Explara,Event Ticketing platform,,Pune,Private Equity,490000,Pre-Series A
6/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Seed Funding,N/A,2nd seed funding
6/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Private Equity,15000000,Series A
9/11/2015,AppVirality,Mobile Growth Hacking Platform,,Hyderabad,Seed Funding,500000,Pre-Series A
9/11/2015,iStar Skill Development,Skill Training Startup,,Bangalore,Private Equity,1500000,Series A
9/11/2015,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Private Equity,1000000,Pre-Series A
9/11/2015,Zilingo,Marketplace App for Bangkok,,Bangalore,Private Equity,1900000,Series A
9/11/2015,Didi,On-demand Maids Service Provider,,Mumbai,Seed Funding,150000,
9/11/2015,Skoov.com,eCommerce Product Search Engine,,Mumbai,Seed Funding,150000,
10/11/2015,Chefs Basket,Ready to cook packaged Foods,,Mumbai,Private Equity,6000000,Series A
11/11/2015,Gingercrush,Product Customization Platform,,Vadodara,Seed Funding,N/A,
11/11/2015,Delight Foods,Branded Food products online sales,,Bangalore,Private Equity,600000,Series A
11/11/2015,6Degree,Talent platform for Fashion professionals,,Goa,Seed Funding,N/A,
11/11/2015,RenewBuy,Auto Insurance Online platform,,Gurgaon,Seed Funding,500000,
11/11/2015,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Seed Funding,N/A,
12/11/2015,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Seed Funding,250000,
13/11/2015,Flashdoor,On Demand Laundry Service platform,,Bangalore,Seed Funding,N/A,
16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Private Equity,3700000,Series A
16/11/2015,Absentia,Virtual Reality Headset creator,,Bangalore,Seed Funding,180000,
16/11/2015,Renowala,Home Improvement Service platform,,Hyderabad,Seed Funding,N/A,
16/11/2015,TaskBucks,mobile-only tasks marketplace,,New Delhi,Private Equity,15000000,Strategic Investment
17/11/2015,CraftsVilla,Women Ethnic Wear Online Marketplace,,Mumbai,Private Equity,34000000,Series C
17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Seed Funding,600000,
17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Seed Funding,7500000,
17/11/2015,Smytten,Online Products Discovery Platform,,Gurgaon,Seed Funding,200000,
17/11/2015,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Seed Funding,530000,
17/11/2015,Convegenius,Mobile Learning Solutions,,Noida,Seed Funding,300000,
18/11/2015,Ola,Car Aggregator & Retail Mobile App,,Bangalore,Private Equity,500000000,Series F ( More Details Here)
18/11/2015,Goodbox,conversational commerce mobile app,,Bangalore,Private Equity,2500000,Series A
18/11/2015,ScoopWhoop,Viral Content web Platform,,New Delhi,Private Equity,4000000,Series A
18/11/2015,Hipship,Express local delivery platform,,Bangalore,Seed Funding,N/A,
18/11/2015,Pickrr,On-Demand Local Logistics provider,,New Delhi,Seed Funding,N/A,
18/11/2015,Truelancer,Curated Freelancer Marketplace,,New Delhi,Seed Funding,N/A,
19/11/2015,AHA Taxis,Online Taxi Rental Platform,,Noida,Seed Funding,N/A,
19/11/2015,UrbanClap,Mobile Services Marketplace,,Gurgaon,Private Equity,25000000,Series B
19/11/2015,SenseGiz,Smartwatch Maker,,Belgaum,Seed Funding,500000,
19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,Seed Funding,N/A,
19/11/2015,Fourseven,Online Jewellery etailer,,New Delhi,Seed Funding,455000,
20/11/2015,MindTickle,Sales & Productivity Software,,Pune,Private Equity,12500000,Series A
20/11/2015,Shopsense,ecommerce related software product platform,,Mumbai,Seed Funding,N/A,Pre-Series A
20/11/2015,Medinfi,Health-Tech platform,,Bangalore,Seed Funding,305000,
20/11/2015,OUWT,Nightlife Discovery Mobile App,,Mumbai,Seed Funding,150000,
20/11/2015,HeyPillow,Online Real Estate Marketplace,,Bangalore,Private Equity,3000000,Series A
21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,Private Equity,1200000,Series A
21/11/2015,Talkoot,Social platform for traders and investors,,Bangalore,Seed Funding,100000,
23/11/2015,RentoMojo,Online Furniture Home Appliances Rental Platform,,Bangalore,Private Equity,2000000,Series A
23/11/2015,Medikoe,Healthcare Services Discovery platform,,Bangalore,Seed Funding,100000,
24/11/2015,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Seed Funding,250000,
24/11/2015,ServX,Automotive Services platform,,New Delhi,Seed Funding,N/A,
24/11/2015,Naaptol,Online and TV Shopping Marketplace,,Mumbai,Private Equity,52000000,Late Stage
24/11/2015,Crayon Data,Big Data Analytics Platform,,Chennai,Private Equity,N/A,N/A
25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Seed Funding,1500000,
25/11/2015,Tooler,On Demand Laundry Services App,,New Delhi,Seed Funding,110000,
25/11/2015,S Chand,Education Content Provider,,New Delhi,Private Equity,27000000,N/A
26/11/2015,Stelae,Content Management Software Solutions,,Chennai,Private Equity,N/A,Pre-Series A
26/11/2015,GoQii,Fitness Tracking Management Solutions,,Mumbai,Private Equity,13400000,Series B
26/11/2015,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,Private Equity,120000000,Late Stage
26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,Private Equity,1000000,Pre-Series A
26/11/2015,KountMoney,Online Lending Marketplace,,Bangalore,Seed Funding,N/A,
27/11/2015,StayGlad,On Demand Beauty Services Platform,,Bangalore,Private Equity,N/A,Series A
27/11/2015,JustRide,Self Driven Rental Car Platform,,Mumbai,Private Equity,2000000,Pre-Series A bridge round
27/11/2015,Fastudent,Education Content etailer,,Noida,Seed Funding,N/A,
27/11/2015,LearnOn,Clud based Learning platform,,Chennai,Seed Funding,N/A,
27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Seed Funding,N/A,
28/11/2015,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,N/A,
30/11/2015,Baxi,Two-Wheeler Taxi Service,,Gurgaon,Seed Funding,1450000,
30/11/2015,Superhero Brands,character merchandize sales platform,,Mumbai,Seed Funding,540000,
30/11/2015,MoMagic,Mobile Application Developer,,New Delhi,Private Equity,N/A,Strategic Investment
30/11/2015,QikPod,Ecommerce Delivery locker services,,Bangalore,Private Equity,9000000,Series A
30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Seed Funding,N/A,
30/11/2015,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Seed Funding,N/A,
1/12/2015,CollegeDekho,Online Education Information platform,,Jaipur,Seed Funding,1000000,
1/12/2015,Black White Orange Brands,Brand Licensing Startup,,Mumbai,Seed Funding,N/A,
1/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,,Gurgaon,Private Equity,N/A,Pre-Series A
1/12/2015,Patel Logistics,Transportation & Logistics Platform,,Mumbai,Private Equity,5600000,N/A
1/12/2015,Wigzo,Enterprise Marketing Automation platform,,New Delhi,Seed Funding,500000,Pre-Series A
1/12/2015,Godof Hospitals,Digital Healthcare,,New Delhi,Seed Funding,2000000,
2/12/2015,RoomsTonite,Last Minute Hotel Booking App,,Bangalore,Seed Funding,1500000,
2/12/2015,Kaaryah,Womens Fashion Wear Portal,,New Delhi,Private Equity,N/A,Pre-Series A
3/12/2015,Anakage,Product Learning platform,,Bangalore,Seed Funding,N/A,
3/12/2015,EasyKhaana,Online Food ordering & Delivery platform,,New Delhi,Seed Funding,100000,
3/12/2015,Shuttl,App based Bus Pooling Services,,Gurgaon,Private Equity,20000000,Series B
3/12/2015,Eckovation,Social Learning Platform,,New Delhi,Seed Funding,N/A,
3/12/2015,Fitcircle,Social Fitness platform,,Mumbai,Seed Funding,N/A,Pre-Series A
4/12/2015,Applop,On Demand Mobile app developer,,Kolkata,Seed Funding,100000,
4/12/2015,CaRPM,Car Maintenance & Management mobile app,,Gurgaon,Seed Funding,100000,
4/12/2015,NDTV Wedding portal,Online Wedding Marketplace,,New Delhi,Private Equity,20000000,Series A
4/12/2015,Splitkart,Splitting Bills Mobile App,,New Delhi,Seed Funding,N/A,
7/12/2015,Zenatix,IOT Energy Management Analytics platform,,Gurgaon,Private Equity,N/A,Pre-Series A
7/12/2015,Customfurnish,Custom Made furniture e-tailer,,Hyderabad,Private Equity,4500000,Series A
7/12/2015,Faasos,QSR Chain,,Pune,Private Equity,30000000,Series C
7/12/2015,Vlurn,eLearning platform,,Mumbai,Seed Funding,N/A,
7/12/2015,Leaf Wearables,Smart Safety Wearable Devices,,New Delhi,Seed Funding,250000,
7/12/2015,Coolshare,Cab Sharing service Mobile app,,Mumbai,Seed Funding,100000,
8/12/2015,mFicient,Cloud Enterprise Mobility Platform,,New Delhi,Seed Funding,N/A,
8/12/2015,HeyBiz,Online Shopping Assistant Mobile app,,New Delhi,Seed Funding,N/A,Strategic Funding
8/12/2015,Yumist,Home Cooked Food Order & Delivery platform,,Gurgaon,Private Equity,2000000,Series A
9/12/2015,Jigsaw Academy,Online School for Analytics learning,,Bangalore,Private Equity,3000000,Series A
9/12/2015,JoeHukum,Chat based personal Assistant App,,Gurgaon,Seed Funding,N/A,
9/12/2015,Voxweb,Picture creation & Social mobile app,,Mumbai,Seed Funding,350000,
9/12/2015,Aye Finance,Nonbanking finance company,,New Delhi,Private Equity,3000000,Series B
9/12/2015,JumboBasket,eCommerce returns etailer,,Chandigarh,Seed Funding,N/A,
10/12/2015,BlackBuck,Online Freight Services Aggregator,,Bangalore,Private Equity,25000000,Series B
10/12/2015,HomeStudio,Online Branded Furniture etailer,,Bangalore,Private Equity,5000000,Series A
10/12/2015,PropheSee,Digital Analytics Platform,,New Delhi,Seed Funding,500000,
10/12/2015,i2e1,Internet Network Infrastructure Services,,New Delhi,Seed Funding,500000,
10/12/2015,Holisol Logistics,Supply Chain & Logistics Solutions,,New Delhi,Private Equity,10000000,N/A
10/12/2015,Stay Simple Resorts,Holiday Resort Chain,,Bangalore,Seed Funding,N/A,
10/12/2015,Paynear,Mobile Point of Sale solutions,,Hyderabad,Private Equity,2500000,Pre-Series A
10/12/2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,,Mumbai,Private Equity,70000000,Series A
11/12/2015,EureQa,Test Automation SAAS platform,,Hyderabad,Seed Funding,600000,
11/12/2015,LocalCircles,Citizens Engagement Platform,,Noida,Private Equity,N/A,N/A
11/12/2015,GetFocus,Indoor Navigation & Analytics Solutions,,Mumbai,Seed Funding,N/A,
11/12/2015,UrbanClap,Hyperlocal On-Demand Household Services platform,,Gurgaon,Private Equity,N/A,N/A
11/12/2015,OnlineRTI,Online RTI application services,,Bangalore,Seed Funding,150000,
11/12/2015,Powerstores,ECommerce Website Creation SAAS platform,,Goa,Seed Funding,N/A,
11/12/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,,Mumbai,Seed Funding,1000000,
11/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Seed Funding,N/A,Yet to Launch platform
14/12/2015,Capricoast,Modular Furnishings Marketplace,,Bangalore,Private Equity,3500000,Series A
14/12/2015,JetSetGo,Private Jet Bookings Marketplace,,Bangalore,Private Equity,N/A,N/A
14/12/2015,Cabsguru,Cab search Comparison & Booking platform,,New Delhi,Seed Funding,200000,
14/12/2015,Whoop,Performance Optimization Platform for athletes,,Boston,Private Equity,3000000,Series A
15/12/2015,BookEventz,Event Venue Booking Platform,,Mumbai,Seed Funding,N/A,
15/12/2015,Deal Street Asia,Digital Media Platform,,Singapore,Seed Funding,N/A,
15/12/2015,Streamoid,visual search and discovery platform,,Bangalore,Seed Funding,1000000,
16/12/2015,Housejoy,Home services marketplace,,Bangalore,Private Equity,22500000,Series B
16/12/2015,Bluebirch,End to End reverse logistics Solution platform,,Bangalore,Seed Funding,2000000,
16/12/2015,MeraDoctor,Virtual Health consultation app,,Mumbai,Private Equity,1200000,Pre-Series A
16/12/2015,STAGE 3,Online Renting platform,,New Delhi,Seed Funding,N/A,
17/12/2015,Rivigo,Logistics Services Provider,,Gurgaon,Private Equity,30000000,Series B (includes Debt financing)
17/12/2015,Springboard,Data Science & UX design Learning platform,,Bangalore,Seed Funding,1700000,
17/12/2015,Eatfresh,Online marketplace for Chef Meals,,Bangalore,Private Equity,N/A,N/A
18/12/2015,Ampere Vehicles,Electric Bike Manufacturers,,Coimbatore,Seed Funding,1200000,
18/12/2015,Focus Digit,ECommerce platform solutions,,New Delhi,Seed Funding,N/A,
18/12/2015,The News Minute,Online Media Publication,,Bangalore,Seed Funding,N/A,
18/12/2015,CBREX,International Hiring Platform,,Mumbai,Seed Funding,200000,
21/12/2015,TruckMandi,Logistics Service Provider Marketplace,,New Delhi,Private Equity,2000000,Pre-Series A
21/12/2015,Peppertap,Hyperlocal Grocery Delivery Service,,Gurgaon,Private Equity,4000000,part of $40M Series B round
21/12/2015,KOOH Sports,Sports Education Platform,,Mumbai,Private Equity,2000000,Series A
22/12/2015,Industrybuying,Online Marketplace for Industrial Goods,,New Delhi,Seed Funding,N/A,
22/12/2015,Zapr,Reward points mobile app,,Gurgaon,Seed Funding,N/A,
22/12/2015,LatestOne,Mobile accessories online store,,Hyderabad,Private Equity,3000000,Additional investment from parent company
22/12/2015,PlanetGogo,Content Discovery & reward points platform,,Gurgaon,Seed Funding,N/A,
22/12/2015,Arya.ai,Artificial Intelligence platform,,Mumbai,Private Equity,750000,Series A
22/12/2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,,Gurgaon,Private Equity,500000,pre-Series A
22/12/2015,MobieFit,Mobile Fitness App,,Goa,Private Equity,1000000,Strategic Investment
23/12/2015,Mech Mocha,Mobile Game development & Design platform,,Bangalore,Seed Funding,1000000,
23/12/2015,Shotang.com,B2B eCommerce Marketplace,,Bangalore,Private Equity,5000000,Series A
23/12/2015,CityFurnish,Furniture and appliances rental platform,,Gurgaon,Seed Funding,N/A,
24/12/2015,Black White Orange,B2B Merchandize platform,,Mumbai,Seed Funding,303000,
24/12/2015,Kolabro,Real Estate focused Tech platform,,Gurgaon,Seed Funding,N/A,
24/12/2015,Canvera,Photographer Online search & booking platform,,Bangalore,Private Equity,2200000,N/A
28/12/2015,Town Essentials,Grocery Delivery platform,,Bangalore,Seed Funding,1000000,
28/12/2015,Bumper,Mobile Car Servicing appointment app,,Bangalore,Seed Funding,500000,
29/12/2015,Hotify,New Curation Mobile App,,Bangalore,Seed Funding,150000,
29/12/2015,MobiKwik,Mobile Wallet,,Gurgaon,Private Equity,6600000,Additional Funding
30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,,Bangalore,Seed Funding,N/A,Yet to Launch
1/1/2016,Smartcooky,ECommerce,Health Food / Personal Care Marketplace,New Delhi,Seed Funding,N/A,
1/1/2016,Helpi,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,Seed Funding,N/A,
4/1/2016,DogSpot,ECommerce,Online Pet Store,Gurgaon,Seed Funding,N/A,
4/1/2016,Career360,Education,College Education Portal,New Delhi,Private Equity,N/A,
4/1/2016,B9 Beverages,Food & Beverage,Craft Beer manufacturing company,New Delhi,Private Equity,6000000,
5/1/2016,WIMWI Foods,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,Seed Funding,N/A,
5/1/2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Seed Funding,100000,
5/1/2016,Instaproc,ECommerce,B2B Procurement Marketplace for Office Products,Noida,Seed Funding,N/A,
5/1/2016,360Ride,Consumer Internet,Ride Sharing platform,Bangalore,Seed Funding,150000,
5/1/2016,Alef Mobitech,Consumer Internet,Cloud Mobility Solutions,Mumbai,Private Equity,5000000,
6/1/2016,Tracxn,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,Seed Funding,N/A,
6/1/2016,Qdesq,Real Estate,Branded Workspaces Aggregator,Gurgaon,Seed Funding,N/A,
6/1/2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Private Equity,1000000,
6/1/2016,PlanMy MedicalTrip,Healthcare,Medical Tourism platform,Pune,Seed Funding,150000,
6/1/2016,MyCity4Kids,Education,Children Education & Information platform,Gurgaon,Private Equity,3000000,
6/1/2016,Justdakhila.com,Education,School Student admissions platform,New Delhi,Seed Funding,750000,
7/1/2016,PitStop,Consumer Internet,Automobile Service Booking App,Bangalore,Seed Funding,N/A,
7/1/2016,Bikxie,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,Seed Funding,N/A,
7/1/2016,Infurnia,Consumer Internet,Online Furniture Customization platform,Bangalore,Seed Funding,160000,
7/1/2016,Myly,Education,Mobile Based Education platform,Jaipur,Seed Funding,100000,
7/1/2016,MakeMyTrip,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,Private Equity,180000000,
8/1/2016,Melorra,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,Private Equity,5000000,
8/1/2016,ConfirmTKT,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,Seed Funding,250000,
8/1/2016,Gyaanzone,Education,Career Planning and Education Advisory Platform,Mumbai,Seed Funding,45000,
8/1/2016,FlatFurnish,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,Seed Funding,N/A,
9/1/2016,Lumiere,ECommerce,Organic Food eTailer,Bangalore,Private Equity,N/A,
11/1/2016,Koovs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,Private Equity,5400000,
11/1/2016,Wishup,Consumer Internet,Mobile app based Concierge Service,New Delhi,Seed Funding,N/A,
11/1/2016,FreshMenu,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,Private Equity,16500000,
11/1/2016,SavvyMob,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,Seed Funding,1000000,
11/1/2016,Fashionablyin,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,Seed Funding,N/A,
12/1/2016,Shopclues,ECommerce,ECommerce Marketplace,Gurgaon,Private Equity,100000000,
12/1/2016,Hike Messenger,Consumer Internet,P2P Messaging Service,New Delhi,Private Equity,N/A,
12/1/2016,iBus Networks,Technology,Next Generation in-building connectivity,Bangalore,Private Equity,2300000,
12/1/2016,Happy2Refer,Consumer Internet,Mobile based Referral Platform,Mumbai,Seed Funding,250000,
